DEPARTMENT,COURSE,COURSE DESCRIPTION,INSTRUCTOR NAME,GPA GRADES,TOTAL GRADES,AVG SECT GPA,AVG STDNT CUM GPA,A%,B%,C%,D%,W,WX,I,R
EDUC,206,INTRO TO COUNSELING PSYCHOLOGY,"Murphy,Quillian Devon",20,23,3.95,3.332,95,5,0,0,1,1,1,0
EDUC,206,INTRO TO COUNSELING PSYCHOLOGY,"Smith,Kira",23,29,2.926,2.973,34.8,43.5,8.7,4.3,0,6,0,0
EDUC,207,INTRO STUD-ATHLETE CSLG PSYCH,"Miller,Keino",28,31,3.664,3.26,82.1,14.3,0,3.6,0,3,0,0
EDUC,208,PREVENTION OF ADOL RISK BEH,"Klann,Elyssa Mariel",27,28,3.522,3.214,74.1,14.8,7.4,0,0,1,0,0
EDUC,302,COUNSELING WITH YOUTH,"Gray,Catherine",15,15,3.847,3.416,86.7,13.3,0,0,0,0,0,0
EDUC,352,COUNSELING FOR CAREER ISSUES,"Pardue,Deborah Ann",12,15,3.917,3.516,91.7,8.3,0,0,0,3,0,0
EDUC,355,POSITIVE PSYCHOLOGY,"Goodrich Mitts,Nancy",24,27,3.15,3.145,62.5,12.5,12.5,0,1,2,0,0
EDUC,355,POSITIVE PSYCHOLOGY,"Hyman,Jacqueline Elizabeth",28,29,3.589,3.326,71.4,25,0,3.6,0,1,0,0
EDUC,375,MULTICULTURAL SKILLS,"Cheng,Jacks",22,22,3.291,3.188,63.6,22.7,4.5,0,0,0,0,0
EDUC,375,MULTICULTURAL SKILLS,"Powless,Matthew David",15,15,3.933,3.421,93.3,6.7,0,0,0,0,0,0
EDUC,524,PRACTICUM IN COUNSELING,"Wilkins-Yel,Kerrie",11,11,4,3.923,100,0,0,0,0,0,0,0
EDUC,532,INTRO TO GROUP COUNSELING,"Steinfeldt,Jesse Andrew",12,13,3.817,3.821,91.7,8.3,0,0,1,0,0,0
EDUC,532,INTRO TO GROUP COUNSELING,"Steinfeldt,Jesse Andrew",13,13,3.977,3.93,100,0,0,0,0,0,0,0
EDUC,550,INTERNSHIP IN COUNSELING,"Wilkins-Yel,Kerrie",14,14,4,3.912,100,0,0,0,0,0,0,0
EDUC,550,INTERNSHIP IN COUNSELING,"Voyles,Jeremy Raintree",9,9,4,3.965,100,0,0,0,0,0,0,0
EDUC,552,CAREER COUN - THEORY & PRACT,"Whiston,Susan",23,25,3.743,3.857,78.3,21.7,0,0,0,1,1,0
EDUC,575,MULTICULTURAL COUNSELING,"Vaughan,Ellen Lee",17,17,3.906,3.888,94.1,5.9,0,0,0,0,0,0
EDUC,575,MULTICULTURAL COUNSELING,"Hornibrook,Lisa Kiare",23,24,4,3.865,100,0,0,0,0,1,0,0
EDUC,615,PSYCHOPATHOLOGY & ADV DIAG,"Vaughan,Ellen Lee",9,9,3.733,3.939,66.7,33.3,0,0,0,0,0,0
EDUC,625,ADV PRAC - IND SUPERVISION,"Wong,Joel",9,9,4,3.928,100,0,0,0,0,0,0,0
EDUC,632,ADVANCED GROUP LEADERSHIP,"Wong,Joel",8,8,4,3.972,100,0,0,0,0,0,0,0
EDUC,656,SOCIAL BASES OF BEHAVIOR,"Lieber,Frederic William",9,10,3.922,3.91,88.9,11.1,0,0,0,1,0,0
EDUC,685,SEM COUNSELING RESEARCH METH,"Wong,Joel",9,9,3.967,3.946,100,0,0,0,0,0,0,0
EDUC,901,ADVANCED RESEARCH,"Chung,Y. Barry",22,146,4,3.854,100,0,0,0,1,0,0,123
EDUC,200,INTRO TO P-12 EDUC POLICY,"Stewart,Molly S.",24,25,3.688,3.327,79.2,16.7,4.2,0,0,1,0,0
EDUC,205,INTRODUCTION TO EDUC THOUGHT,"Howlett,Caitlin S",22,22,3.85,3.409,90.9,4.5,4.5,0,0,0,0,0
EDUC,205,INTRODUCTION TO EDUC THOUGHT,"Butler,Alexander",20,21,3.24,3.307,50,30,20,0,0,1,0,0
EDUC,205,INTRODUCTION TO EDUC THOUGHT,"Willcox,Sarah Elizabeth",21,21,3.876,3.386,90.5,9.5,0,0,0,0,0,0
EDUC,205,INTRODUCTION TO EDUC THOUGHT,"Graham,Polly Anne",19,21,3.474,3.014,68.4,21.1,5.3,0,1,1,0,0
EDUC,205,INTRODUCTION TO EDUC THOUGHT,"Howlett,Caitlin S",22,23,3.832,3.387,86.4,9.1,4.5,0,0,1,0,0
EDUC,205,INTRODUCTION TO EDUC THOUGHT,"Graham,Polly Anne",20,22,3.985,3.43,100,0,0,0,0,2,0,0
EDUC,340,EDUCATION & AMERICAN CULTURE,"Hengtgen,Kristen Michelle",18,21,3.411,3.093,55.6,33.3,11.1,0,1,2,0,0
EDUC,340,EDUCATION & AMERICAN CULTURE,"Albright,Thomas Free",17,23,2.8,3.031,5.9,76.5,11.8,0,0,6,0,0
EDUC,340,EDUCATION & AMERICAN CULTURE,"Albright,Thomas Free",12,20,2.892,2.918,16.7,75,0,0,2,6,0,0
EDUC,350,SCHOOLING AROUND THE WORLD,"Levinson,Bradley A",10,13,3.67,3.537,70,30,0,0,2,1,0,0
EDUC,504,HISTORY OF AMERICAN EDUCATION,"Clark,Sara Catherine",18,22,3.583,3.844,66.7,33.3,0,0,2,2,0,0
EDUC,525,ANTHROPOLOGY OF EDUCATION,"Levinson,Bradley A",17,18,3.653,3.717,88.2,5.9,0,0,0,0,1,0
EDUC,530,PHILOSOPHY OF EDUCATION,"Wheeler-Bell,Quentin Jerome",13,15,3.808,3.842,92.3,7.7,0,0,1,1,0,0
EDUC,622,SEMINAR: ISSUES IN EDUC POLICY,"Sutton,Margaret",11,13,3.945,3.946,100,0,0,0,0,1,1,0
EDUC,623,ED POLICY RESEARCH SEMINAR,"Martinez,Sylvia",7,8,4,3.895,100,0,0,0,0,0,1,0
EDUC,637,TOPICAL SEMINAR:,"Martinez,Sylvia",12,12,3.558,3.829,58.3,41.7,0,0,0,0,0,0
EDUC,500,INSTRUCT IN CONTEXT OF CURRIC,"Flinders,David Joseph",7,10,3.957,3.399,100,0,0,0,0,0,2,0
EDUC,500,INSTRUCT IN CONTEXT OF CURRIC,"Ansaldo,Jim",16,16,3.938,3.827,93.8,6.3,0,0,0,0,0,0
EDUC,760,TOP SEM IN CURR/INSTR ISSUES:,"McMullen,Mary B.",10,11,3.87,3.863,90,10,0,0,0,1,0,0
EDUC,205,INTRO TO EXCEPTIONAL CHILDREN,"Evans,Scott R",39,44,2.977,3.266,33.3,43.6,12.8,2.6,3,2,0,0
EDUC,207,DISABILITY LAWS,"Anderson,Jeffrey A.",17,17,4,3.667,100,0,0,0,0,0,0,0
EDUC,305,TCHG EXCEPTNL LEARNER-ELEM SCH,"Lee,Kwangwon",17,18,3.624,3.497,70.6,17.6,11.8,0,1,0,0,0
EDUC,305,TCHG EXCEPTNL LEARNER-ELEM SCH,"Hurley,Ellie Renae",21,21,3.91,3.366,95.2,4.8,0,0,0,0,0,0
EDUC,305,TCHG EXCEPTNL LEARNER-ELEM SCH,"Anderson,Jeffrey A.",19,20,3.916,3.477,94.7,5.3,0,0,0,1,0,0
EDUC,305,TCHG EXCEPTNL LEARNER-ELEM SCH,"Hurley,Ellie Renae",20,21,4,3.578,100,0,0,0,0,1,0,0
EDUC,306,TCHNG STDS SP NEEDS SEC CL RMS,"Ogle,Lindsey Nicole",14,14,3.886,3.394,92.9,7.1,0,0,0,0,0,0
EDUC,306,TCHNG STDS SP NEEDS SEC CL RMS,"Ochoa,Theresa A",14,18,3.314,3.296,57.1,28.6,7.1,7.1,0,4,0,0
EDUC,308,TEACH YOUNG CHILD W/SPEC NEEDS,"Traub,Elizabeth Krider",14,14,3.7,3.452,78.6,21.4,0,0,0,0,0,0
EDUC,343,ED SOC & EMOTIONALLY DISTURBED,"Ruich,Lawrence Joseph",20,20,3.785,3.377,80,20,0,0,0,0,0,0
EDUC,343,ED SOC & EMOTIONALLY DISTURBED,"Brannan,Ana Maria",19,19,3.153,3.386,31.6,52.6,10.5,5.3,0,0,0,0
EDUC,352,EDUC STUDENTS LRNG DISORDERS,"Marencik,Wendy K",21,21,3.814,3.555,90.5,4.8,4.8,0,0,0,0,0
EDUC,352,EDUC STUDENTS LRNG DISORDERS,"Marencik,Wendy K",14,14,3.7,3.532,78.6,21.4,0,0,0,0,0,0
EDUC,352,EDUC STUDENTS LRNG DISORDERS,"Marencik,Wendy K",21,21,3.91,3.728,95.2,4.8,0,0,0,0,0,0
EDUC,370,INTRO TO LANG&LEARNG DISORDERS,"Alant,Erna",20,20,3.46,3.377,65,25,10,0,0,0,0,0
EDUC,370,INTRO TO LANG&LEARNG DISORDERS,"Gray,Alayna K",19,19,3.421,3.386,63.2,26.3,5.3,0,0,0,0,0
EDUC,371,ASSESS/IND INSTR READ & MATH,"Marencik,Wendy K",21,21,3.448,3.555,47.6,52.4,0,0,0,0,0,0
EDUC,371,ASSESS/IND INSTR READ & MATH,"Edmonds,Ben C.",13,14,3.338,3.532,38.5,61.5,0,0,0,0,1,0
EDUC,371,ASSESS/IND INSTR READ & MATH,"Edmonds,Ben C.",21,21,3.614,3.728,71.4,28.6,0,0,0,0,0,0
EDUC,495,LAB/FIELD EXPRNCE IN SPEC ED,"Gray,Alayna K",21,21,3.876,3.555,90.5,9.5,0,0,0,0,0,0
EDUC,495,LAB/FIELD EXPRNCE IN SPEC ED,"Gray,Alayna K",14,14,3.693,3.532,85.7,7.1,0,7.1,0,0,0,0
EDUC,495,LAB/FIELD EXPRNCE IN SPEC ED,"Gray,Alayna K",21,21,4,3.728,100,0,0,0,0,0,0,0
EDUC,535,ASSMT/REMED OF MLDLY HNDCP I,"Ruich,Lawrence Joseph",7,9,4,3.731,100,0,0,0,1,1,0,0
EDUC,541,TRANSITION ACROSS LIFE SPAN,"Grossi,Teresa Ann",7,9,3.957,3.811,100,0,0,0,0,2,0,0
EDUC,553,CLASSRM MGMT & BEHAVR SUPPORT,"Butler,Mark",10,12,3.97,3.895,100,0,0,0,1,1,0,0
EDUC,633,COMMUNICATION AND ASD,"Schertz,Hannah H.",8,9,3.713,3.886,75,25,0,0,0,1,0,0
EDUC,407,LANG EDUC ISSUES FOR ENG TCHRS,"Thomson,Suzanne",7,9,3.857,3.666,85.7,14.3,0,0,0,2,0,0
EDUC,441,BILINGUAL EDUC - INTRO,"Dimitrieska,Vesna",14,15,3.629,3.5,71.4,28.6,0,0,0,1,0,0
EDUC,441,BILINGUAL EDUC - INTRO,"Pawan,Faridah",10,11,3.85,3.491,100,0,0,0,0,1,0,0
EDUC,490,RESEARCH IN LANGUAGE EDUCATION,"Lester,A. Caitlin",10,12,3.71,2.384,80,20,0,0,0,2,0,0
EDUC,502,SOC/PSY/LING APPL RDG INST,"Penalva,Stacy Lee",6,7,4,3.864,100,0,0,0,1,0,0,0
EDUC,517,ADV STDY CONTENT RDG & LIT,"Slaughter,Sandra K.",8,9,3.713,3.826,75,25,0,0,1,0,0,0
EDUC,524,LANG ISS IN BI/MULTI/EDUC,"Dimitrieska,Vesna",8,9,4,3.915,100,0,0,0,0,1,0,0
EDUC,525,"PRACT IN LIT, CLTR & LANG EDUC","Zakeri,Bita Hazel",6,6,3.683,3.921,83.3,16.7,0,0,0,0,0,0
EDUC,601,THEOR ISS: STDY OF LANG & LIT,"Smith,Walter Raymond",12,12,4,3.939,100,0,0,0,0,0,0,0
EDUC,601,THEOR ISS: STDY OF LANG & LIT,"Medina,Carmen L.",16,17,4,3.964,100,0,0,0,0,1,0,0
EDUC,605,"CAPSTONE IN LIT,CLTR,&LNG EDUC","Daley,Sharon Lynn",17,18,4,3.874,100,0,0,0,1,0,0,0
EDUC,621,TEACHING COLLEGE COMP TO NNSE,"Smith,Walter Raymond",8,10,4,3.82,100,0,0,0,0,0,1,0
EDUC,651,TPCS CHILD & YOUNG ADULT LIT,"Adomat,Donna",6,11,4,3.861,100,0,0,0,0,1,4,0
EDUC,700,"SEM-LIT, CLTR & LANG EDUC RSCH","Coronel-Molina,Serafin M.",7,11,4,3.916,100,0,0,0,0,0,4,0
EDUC,750,"RSCH SEM IN LIT,CLTR&LANG EDUC","Hines,Mary Beth",10,11,4,3.968,100,0,0,0,1,0,0,0
EDUC,750,"RSCH SEM IN LIT,CLTR&LANG EDUC","Hines,Mary Beth",8,11,3.25,3.593,75,0,12.5,0,0,2,1,0
EDUC,135,IND INSTRUCTION IN ART,"Manifold,Marjorie",17,23,3.488,3.208,47.1,52.9,0,0,1,2,3,0
EDUC,135,IND INSTRUCTION IN ART,"De,Mousumi",8,11,3.5,2.6,87.5,0,0,0,1,1,1,0
EDUC,135,IND INSTRUCTION IN ART,"Manifold,Marjorie",14,18,3.55,3.338,57.1,42.9,0,0,1,2,1,0
EDUC,135,IND INSTRUCTION IN ART,"De,Mousumi",18,24,3.844,3.481,94.4,5.6,0,0,2,3,1,0
EDUC,200,"ARTIFCTS,MUSEUMS&EVERYDAY LIFE","Graves,Jean",23,32,3.743,3.36,82.6,13,4.3,0,1,8,0,0
EDUC,200,"ARTIFCTS,MUSEUMS&EVERYDAY LIFE","Abowd Damico,Gabriele Therese",23,29,3.557,3.165,73.9,17.4,4.3,4.3,1,5,0,0
EDUC,300,TCHNG IN PLURALISTIC SOCIETY,"Browning,Thomas Dean",24,25,3.663,3.302,79.2,16.7,4.2,0,0,1,0,0
EDUC,300,TCHNG IN PLURALISTIC SOCIETY,"Wilson,Scot Allen",22,24,3.573,3.225,72.7,13.6,9.1,4.5,1,1,0,0
EDUC,300,TCHNG IN PLURALISTIC SOCIETY,"Engebretson,Kathryn Ellerhoff",11,11,3.573,3.266,63.6,27.3,9.1,0,0,0,0,0
EDUC,301,LABORATORY/FIELD EXPERIENCE,"Gault,Brent Michael",16,16,4,3.674,100,0,0,0,0,0,0,0
EDUC,303,LAB/FIELD EXPS:JR HIGH/MDL SCH,"Lai,E Von",27,27,3.704,3.301,74.1,22.2,3.7,0,0,0,0,0
EDUC,321,SECOND SCH MATH CURR&ASSESSMNT,"Hackenberg,Amy Jeanne",16,17,3.275,3.133,50,31.3,18.8,0,1,0,0,0
EDUC,323,TCHING OF MUS IN THE ELEM SCH,"Richerme,Lauren Kapalka",15,17,3.933,3.45,93.3,6.7,0,0,1,1,0,0
EDUC,323,TCHING OF MUS IN THE ELEM SCH,"Richerme,Lauren Kapalka",17,19,3.806,3.102,88.2,5.9,5.9,0,0,2,0,0
EDUC,323,TCHING OF MUS IN THE ELEM SCH,"Richerme,Lauren Kapalka",15,17,3.707,3.349,80,6.7,13.3,0,0,2,0,0
EDUC,323,TCHING OF MUS IN THE ELEM SCH,"Richerme,Lauren Kapalka",8,13,3.7,3.22,75,12.5,12.5,0,2,3,0,0
EDUC,323,TCHING OF MUS IN THE ELEM SCH,"Richerme,Lauren Kapalka",8,8,3.963,3.286,100,0,0,0,0,0,0,0
EDUC,333,ART EXPRNCE FOR THE ELEM TCH,"Sams,Jeniffer Fred",18,18,3.711,3.303,83.3,11.1,5.6,0,0,0,0,0
EDUC,333,ART EXPRNCE FOR THE ELEM TCH,"Sams,Jeniffer Fred",24,24,3.946,3.37,95.8,4.2,0,0,0,0,0,0
EDUC,333,ART EXPRNCE FOR THE ELEM TCH,"Willcox,Sarah Elizabeth",21,23,3.752,3.248,95.2,0,0,0,1,1,0,0
EDUC,333,ART EXPRNCE FOR THE ELEM TCH,"Helmick,Linda Jean",24,24,3.971,3.598,95.8,4.2,0,0,0,0,0,0
EDUC,341,FOUNDATNS OF TCHNG SOCIAL STDS,"Wilson,Scot Allen",29,29,3.286,3.264,48.3,34.5,13.8,3.4,0,0,0,0
EDUC,342,METH & MTLS FOR TEACH ELEM MUS,"Gault,Brent Michael",16,16,3.919,3.674,93.8,6.3,0,0,0,0,0,0
EDUC,412,TCH WRITING IN MID & SEC SCHLS,"Suggs,Paxton Alexander",30,31,3.77,3.36,83.3,13.3,3.3,0,0,0,1,0
EDUC,428,INQUIRY MIDDLE SCHOOL ENGLISH,"Kersulov,Michael Lee",28,28,3.875,3.378,92.9,7.1,0,0,0,0,0,0
EDUC,434,ADMINISTRATION OF SCHOOL BANDS,"Nam,Jason Hyun",7,7,3.386,3.545,57.1,28.6,14.3,0,0,0,0,0
EDUC,463,METH IN SPEECH & HEARING THER,"Piper,Amy Wickizer",43,43,3.609,3.749,67.4,30.2,2.3,0,0,0,0,0
EDUC,469,CONTENT AREA LITERACY,"Slaughter,Sandra K.",27,27,3.907,3.301,96.3,3.7,0,0,0,0,0,0
EDUC,469,CONTENT AREA LITERACY,"Slaughter,Sandra K.",6,6,3.883,3.271,83.3,16.7,0,0,0,0,0,0
EDUC,469,CONTENT AREA LITERACY,"Power-Carter,Stephanie Michelle",30,30,3.89,3.39,90,10,0,0,0,0,0,0
EDUC,469,CONTENT AREA LITERACY,"Slaughter,Sandra K.",16,17,3.525,3.133,68.8,18.8,12.5,0,1,0,0,0
EDUC,550,PRACTICUM,"Stachowski,Laura L.",8,39,3.963,3.544,100,0,0,0,3,0,28,0
EDUC,550,PRACTICUM,"Stachowski,Laura L.",23,54,3.909,3.637,100,0,0,0,0,0,31,0
EDUC,101,TEACH & LEARN ELEM MATH,"Lloyd,Kemol Robert",20,21,3.485,3.366,65,20,15,0,0,1,0,0
EDUC,101,TEACH & LEARN ELEM MATH,"Roach,Michael Lee",23,25,3.8,3.202,87,8.7,4.3,0,1,1,0,0
EDUC,103,TEACH & LEARN ELEM MATH II,"Cross Francis,Dionne Indera",24,25,2.838,3.301,29.2,37.5,25,8.3,0,1,0,0
EDUC,103,TEACH & LEARN ELEM MATH II,"Sadak,Musa",21,24,2.833,3.158,28.6,33.3,38.1,0,1,2,0,0
EDUC,103,TEACH & LEARN ELEM MATH II,"Uzan,Erol",24,25,2.883,3.229,33.3,33.3,29.2,4.2,0,1,0,0
EDUC,443,TCHNG ELEM SCH MATH PROB SOLV,"Simpson,Amber Michelle",20,20,3.455,3.447,50,50,0,0,0,0,0,0
EDUC,248,ELEM SCHOOL CHILD: DEVELOPMENT,"Stright,Anne Dopkins",56,61,3.275,3.022,53.6,32.1,10.7,1.8,1,1,3,0
EDUC,248,ELEM SCHOOL CHILD: DEVELOPMENT,"Gross,Rachel",26,30,3.354,3.23,53.8,38.5,3.8,3.8,1,3,0,0
EDUC,248,ELEM SCHOOL CHILD: DEVELOPMENT,"Watkins,Nicole",23,26,3.348,3.14,52.2,39.1,4.3,0,0,3,0,0
EDUC,248,ELEM SCHOOL CHILD: DEVELOPMENT,"Watkins,Nicole",20,23,3.325,3.06,45,35,20,0,2,1,0,0
EDUC,251,EDUC PSY FOR ELEM TCHRS,"Cook,Lucas Donald",20,21,3.47,3.227,65,30,0,0,0,0,1,0
EDUC,251,EDUC PSY FOR ELEM TCHRS,"Huang,Joey",23,24,3.252,3.202,60.9,21.7,8.7,4.3,1,0,0,0
EDUC,254,ED PSY FOR TEACHERS-ALL GRADES,"Georgen,Chris Michael",14,15,3.529,3.614,71.4,14.3,14.3,0,1,0,0,0
EDUC,254,ED PSY FOR TEACHERS-ALL GRADES,"Georgen,Chris Michael",10,10,2.63,2.925,20,30,40,10,0,0,0,0
EDUC,312,LEARNING: THEORY INTO PRACTICE,"Uttamchandani,Suraj Lalchand",16,17,2.838,2.927,37.5,31.3,18.8,6.3,0,0,1,0
EDUC,312,LEARNING: THEORY INTO PRACTICE,"O'Neill,Daniel James",17,20,3.371,3.096,47.1,47.1,0,5.9,2,0,1,0
EDUC,313,ADOLESCENTS IN A LRNG COMMUN,"Duckworth,Jennifer",15,15,3.24,3.142,33.3,53.3,13.3,0,0,0,0,0
EDUC,313,ADOLESCENTS IN A LRNG COMMUN,"Duckworth,Jennifer",20,21,3.225,3.12,50,40,5,0,0,0,1,0
EDUC,314,LIFE SPAN DEVELOPMENT,"Gross,Rachel",14,15,3.721,3.277,78.6,21.4,0,0,0,1,0,0
EDUC,513,GERONTOLGY:MULTIDISCIPLN PERSP,"Cooper,Keema M",7,8,3.914,3.885,100,0,0,0,0,1,0,0
EDUC,514,LIFE SPAN DEVELPMT:BIRTH-DEATH,"Estell,David B.",13,14,3.931,3.861,100,0,0,0,0,1,0,0
EDUC,518,SOCIAL ASPECTS OF AGING,"Cooper,Keema M",18,21,3.922,3.861,88.9,11.1,0,0,2,1,0,0
EDUC,540,LEARNING & COGNITION IN EDUC,"Nagarajan,Anandi",16,18,3.825,3.884,93.8,6.3,0,0,0,2,0,0
EDUC,540,LEARNING & COGNITION IN EDUC,"Hartley,Kylie Ann",21,23,3.81,3.777,81,19,0,0,1,1,0,0
EDUC,566,SOCIAL PSY IN EDUCATION,"Lieber,Frederic William",7,10,3.914,3.932,100,0,0,0,0,0,3,0
EDUC,573,LEARNING SCIENCE APPRENTICE,"Hickey,Daniel Thomas",12,12,4,3.957,100,0,0,0,0,0,0,0
EDUC,622,SOCIAL DEVELOPMENT,"Estell,David B.",10,12,4,3.879,100,0,0,0,0,2,0,0
EDUC,625,FAMILY PROCESSES,"Stright,Anne Dopkins",9,10,4,3.854,100,0,0,0,1,0,0,0
EDUC,632,DESIGNING FOR LEARNING CONTEXT,"Danish,Joshua Adam",12,13,3.917,3.935,91.7,8.3,0,0,0,1,0,0
EDUC,640,THINKING & LRNG SOC CONTEXTS,"Hickey,Daniel Thomas",11,12,3.973,3.941,100,0,0,0,0,0,1,0
EDUC,674,ADV TOPICL SEM LEARNG SCIENCES,"Duncan,Sean C",8,9,3.463,3.728,87.5,0,0,0,1,0,0,0
EDUC,674,ADV TOPICL SEM LEARNG SCIENCES,"Hmelo-Silver,Cindy E.",13,16,3.977,3.884,100,0,0,0,2,1,0,0
EDUC,691,PERSONLTY ASSESS INTERVENTION,"Bellini,Scott",14,14,4,3.929,100,0,0,0,0,0,0,0
EDUC,696,PRACTICUM-THER INTERV CHILDREN,"Martinez,Rebecca S.",7,7,4,3.958,100,0,0,0,0,0,0,0
EDUC,696,PRACTICUM-THER INTERV CHILDREN,"Cummings,Jack Alan",6,7,3.883,3.901,83.3,16.7,0,0,0,0,1,0
EDUC,697,ADV PRACTICUM IN SCHOOL PSYCH,"Bellini,Scott",9,10,4,3.891,100,0,0,0,0,0,1,0
EDUC,200,INTRO TO SCIENTIFIC INQUIRY,"Lamichhane,Roshan",21,21,3.276,3.061,61.9,28.6,0,0,0,0,0,0
EDUC,200,INTRO TO SCIENTIFIC INQUIRY,"Gatzke,Jenna May",17,20,3.194,3.156,47.1,41.2,0,5.9,1,2,0,0
EDUC,200,INTRO TO SCIENTIFIC INQUIRY,"Nageotte,Nichole Louise",18,21,3.456,2.996,50,38.9,11.1,0,0,3,0,0
EDUC,200,INTRO TO SCIENTIFIC INQUIRY,"Nageotte,Nichole Louise",12,15,3.333,3.099,66.7,16.7,8.3,0,1,2,0,0
EDUC,200,INTRO TO SCIENTIFIC INQUIRY,"Gatzke,Jenna May",11,12,3.091,3.313,27.3,63.6,0,9.1,0,1,0,0
EDUC,612,TOPICAL SEMINAR IN SCIENCE ED,"Park Rogers,Meredith",7,7,3.586,3.875,71.4,28.6,0,0,0,0,0,0
EDUC,341,MULTIMEDIA IN INSTRUCTNAL TECH,"Lachheb,Ahmed",25,32,3.936,3.29,96,4,0,0,0,7,0,0
EDUC,511,INSTR & PERF TECH FOUNDATNS I,"Cho,Yonjoo",13,15,3.931,3.827,100,0,0,0,1,1,0,0
EDUC,541,INST DVLPMT & PRODUCTION I,"Kwon,Kyungbin",10,10,4,3.923,100,0,0,0,0,0,0,0
EDUC,541,INST DVLPMT & PRODUCTION I,"Myers,Rodney Dean",17,18,3.924,3.891,94.1,5.9,0,0,1,0,0,0
EDUC,561,EVAL/CHANGE IN INST DEV PROC,"Ozogul,Gamze",6,6,4,3.905,100,0,0,0,0,0,0,0
EDUC,561,EVAL/CHANGE IN INST DEV PROC,"Ozogul,Gamze",13,16,3.977,3.958,100,0,0,0,0,1,2,0
EDUC,626,INSTRUCT STRATEGIES & TACTICS,"Honebein,Peter Carlton",9,11,3.889,3.911,88.9,11.1,0,0,1,1,0,0
EDUC,678,EMERGING LEARNING TECHNOLOGIES,"Bonk,Curtis Jay",12,13,4,3.873,100,0,0,0,1,0,0,0
EDUC,685,TOPICAL SEM INSTR SYS TECH: VT,"Glazewski,Krista D.",13,14,3.977,3.952,100,0,0,0,0,1,0,0
EDUC,695,TPC INQUIRY SEM INSTR SYS TECH,"Leftwich,Anne Todd",9,12,4,3.9,100,0,0,0,1,0,2,0
EDUC,550,CLTR/COMM FORCES & THE SCHOOLS,"Stachowski,Laura L.",18,40,3.933,3.624,100,0,0,0,0,0,22,0
EDUC,495,SEMINAR IN LEADERSHIP TRAINING,"Shifron Silberberg,Susan Lynn",23,24,4,3.214,100,0,0,0,0,1,0,0
EDUC,546,DIVERSE STDNTS ON COLLEGE CAMP,"LePeau,Lucy Anne",26,26,3.95,3.905,96.2,3.8,0,0,0,0,0,0
EDUC,547,PROF DVLPMNT IN STUDNT AFFAIRS,"DeSawal,Danielle Marie",26,26,3.904,3.905,96.2,3.8,0,0,0,0,0,0
EDUC,553,THE COLLEGE STUDENT & THE LAW,"O'Guinn,M Dave",23,23,3.574,3.817,73.9,17.4,8.7,0,0,0,0,0
EDUC,580,ISS/PRBS HIGHR ED/STUD AFF ADM,"DeSawal,Danielle Marie",23,24,4,3.821,100,0,0,0,0,0,1,0
EDUC,200,USING COMPUTERS IN EDUCATION,"Leftwich,Anne Todd",20,21,3.265,2.999,55,30,5,5,1,0,0,0
EDUC,200,USING COMPUTERS IN EDUCATION,"Leftwich,Anne Todd",17,23,3.118,2.822,41.2,35.3,17.6,5.9,3,3,0,0
EDUC,200,USING COMPUTERS IN EDUCATION,"Leftwich,Anne Todd",13,15,2.946,2.85,46.2,30.8,0,15.4,0,2,0,0
EDUC,200,USING COMPUTERS IN EDUCATION,"Leftwich,Anne Todd",13,15,3.108,2.707,53.8,23.1,15.4,0,1,1,0,0
EDUC,200,USING COMPUTERS IN EDUCATION,"Leftwich,Anne Todd",15,18,3.407,2.817,80,6.7,0,6.7,2,1,0,0
EDUC,200,USING COMPUTERS IN EDUCATION,"Leftwich,Anne Todd",14,17,3.007,2.807,57.1,21.4,7.1,0,1,2,0,0
EDUC,200,USING COMPUTERS IN EDUCATION,"Leftwich,Anne Todd",14,17,2.936,2.529,50,28.6,7.1,0,3,0,0,0
EDUC,220,TECH ISSUES:COMPUTER-BASED ED,"Kwon,Kyungbin",12,13,3.783,3.41,83.3,16.7,0,0,1,0,0,0
EDUC,310,INTEGRATING TECHNOLOGY K-12,"Leftwich,Anne Todd",14,15,3.729,3.454,85.7,14.3,0,0,0,0,1,0
EDUC,505,PROF DEVELOPMENT WORKSHOP,"Stachowski,Laura L.",9,31,3.967,3.669,100,0,0,0,0,0,22,0
EDUC,101,TECHNIQUES IN TEXTBOOK READING,"Moon,Jodi Saxton",8,16,2.913,2.256,25,37.5,37.5,0,0,8,0,0
EDUC,101,TECHNIQUES IN TEXTBOOK READING,"Matyska,Rob",8,11,3.213,2.993,50,37.5,0,12.5,1,2,0,0
EDUC,155,CRITICAL READING & RSCH SEM,"Guest-Scott,Anthony Frederick",20,24,3.85,3.073,85,15,0,0,0,4,0,0
EDUC,158,CULTURE OF COLLEGE,"McFadden,Patrick Casey",19,19,3.021,2.03,47.4,31.6,10.5,0,0,0,0,0
EDUC,158,CULTURE OF COLLEGE,"Le Hégarat,Julie",12,13,2.708,1.861,50,16.7,16.7,0,0,1,0,0
EDUC,158,CULTURE OF COLLEGE,"Lawson,Richard Travis",16,22,3.488,1.869,62.5,31.3,6.3,0,3,3,0,0
EDUC,158,CULTURE OF COLLEGE,"Le Hégarat,Julie",18,20,3.206,2.079,44.4,38.9,11.1,5.6,1,1,0,0
EDUC,158,CULTURE OF COLLEGE,"Soto,Amy Nicole",18,21,3.428,2.24,50,44.4,5.6,0,1,2,0,0
